Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,3882.680981595092,2054.328561690525,2054.328561690525,2054.328561690525,3882.680981595092,2054.328561690525,2054.328561690525,2054.328561690525,3882.680981595092,2054.328561690525,2054.328561690525,2054.328561690525
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,18613.222222222223,9306.611111111111,18613.222222222223,9306.611111111111,18613.222222222223,9306.611111111111,18613.222222222223,9306.611111111111,18613.222222222223,9306.611111111111,18613.222222222223,9306.611111111111
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,248.63946015424162,131.55526992287918,131.55526992287918,248.63946015424162,131.55526992287918,131.55526992287918,248.63946015424162,131.55526992287918,131.55526992287918,248.63946015424162,131.55526992287918,131.55526992287918
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,1005.4545454545454,837.8787878787879,1005.4545454545454,837.8787878787879,1005.4545454545454,837.8787878787879,1005.4545454545454,837.8787878787879,1005.4545454545454,837.8787878787879,1005.4545454545454,837.8787878787879
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,803.1896551724138,608.4770114942529,803.1896551724138,608.4770114942529,803.1896551724138,608.4770114942529,803.1896551724138,608.4770114942529,803.1896551724138,608.4770114942529,803.1896551724138,608.4770114942529
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,43.64516129032258,36.37096774193548,36.37096774193548,36.37096774193548,36.37096774193548,36.37096774193548,43.64516129032258,36.37096774193548,36.37096774193548,36.37096774193548,36.37096774193548,36.37096774193548
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,115.76923076923077,103.36538461538461,103.36538461538461,115.76923076923077,103.36538461538461,103.36538461538461,115.76923076923077,103.36538461538461,103.36538461538461,115.76923076923077,103.36538461538461,103.36538461538461
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,518.4642857142858,345.64285714285717,345.64285714285717,518.4642857142858,345.64285714285717,345.64285714285717,518.4642857142858,345.64285714285717,345.64285714285717,518.4642857142858,345.64285714285717,345.64285714285717
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,286.6666666666667,191.11111111111111,191.11111111111111,191.11111111111111,286.6666666666667,191.11111111111111,191.11111111111111,191.11111111111111,286.6666666666667,191.11111111111111,191.11111111111111,191.11111111111111
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,117.49826989619376,62.168396770472896,117.49826989619376,62.168396770472896,117.49826989619376,62.168396770472896,117.49826989619376,62.168396770472896,117.49826989619376,62.168396770472896,117.49826989619376,62.168396770472896
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,777.0363321799308,411.1303344867359,777.0363321799308,411.1303344867359,777.0363321799308,411.1303344867359,777.0363321799308,411.1303344867359,777.0363321799308,411.1303344867359,777.0363321799308,411.1303344867359
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,6046.064516129031,5038.387096774193,5038.387096774193,5038.387096774193,5038.387096774193,5038.387096774193,6046.064516129031,5038.387096774193,5038.387096774193,5038.387096774193,5038.387096774193,5038.387096774193
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,16749.13157894737,10736.622807017544,10736.622807017544,10736.622807017544,16749.13157894737,10736.622807017544,10736.622807017544,10736.622807017544,16749.13157894737,10736.622807017544,10736.622807017544,10736.622807017544
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,28694.0,19129.333333333332,19129.333333333332,19129.333333333332,28694.0,19129.333333333332,19129.333333333332,19129.333333333332,28694.0,19129.333333333332,19129.333333333332,19129.333333333332
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,29354.53846153846,19569.69230769231,19569.69230769231,19569.69230769231,19569.69230769231,19569.69230769231,29354.53846153846,19569.69230769231,19569.69230769231,19569.69230769231,19569.69230769231,19569.69230769231
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,21.121915820029027,11.175616835994195,11.175616835994195,11.175616835994195,11.175616835994195,11.175616835994195,21.121915820029027,11.175616835994195,11.175616835994195,11.175616835994195,11.175616835994195,11.175616835994195
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,62807.538461538454,41871.692307692305,41871.692307692305,41871.692307692305,41871.692307692305,41871.692307692305,62807.538461538454,41871.692307692305,41871.692307692305,41871.692307692305,41871.692307692305,41871.692307692305
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,2281.354838709677,1901.1290322580644,1901.1290322580644,1901.1290322580644,1901.1290322580644,1901.1290322580644,2281.354838709677,1901.1290322580644,1901.1290322580644,1901.1290322580644,1901.1290322580644,1901.1290322580644
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,12870.766853932584,8250.491573033707,8250.491573033707,12870.766853932584,8250.491573033707,8250.491573033707,12870.766853932584,8250.491573033707,8250.491573033707,12870.766853932584,8250.491573033707,8250.491573033707
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,45481.42307692308,40608.41346153846,40608.41346153846,45481.42307692308,40608.41346153846,40608.41346153846,45481.42307692308,40608.41346153846,40608.41346153846,45481.42307692308,40608.41346153846,40608.41346153846
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,234.5701754385965,150.3654970760234,150.3654970760234,150.3654970760234,234.5701754385965,150.3654970760234,150.3654970760234,150.3654970760234,234.5701754385965,150.3654970760234,150.3654970760234,150.3654970760234
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,51885.29430379747,39307.04113924051,39307.04113924051,39307.04113924051,39307.04113924051,39307.04113924051,51885.29430379747,39307.04113924051,39307.04113924051,39307.04113924051,39307.04113924051,39307.04113924051
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,22.50980392156863,20.098039215686274,20.098039215686274,20.098039215686274,20.098039215686274,20.098039215686274,22.50980392156863,20.098039215686274,20.098039215686274,20.098039215686274,20.098039215686274,20.098039215686274
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,6185.59509202454,3272.80163599182,3272.80163599182,3272.80163599182,6185.59509202454,3272.80163599182,3272.80163599182,3272.80163599182,6185.59509202454,3272.80163599182,3272.80163599182,3272.80163599182
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,13867.125,11555.9375,11555.9375,13867.125,11555.9375,11555.9375,13867.125,11555.9375,11555.9375,13867.125,11555.9375,11555.9375
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,120.98615916955016,64.01384083044982,120.98615916955016,64.01384083044982,120.98615916955016,64.01384083044982,120.98615916955016,64.01384083044982,120.98615916955016,64.01384083044982,120.98615916955016,64.01384083044982
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,10330.451612903225,8608.709677419354,8608.709677419354,8608.709677419354,8608.709677419354,8608.709677419354,10330.451612903225,8608.709677419354,8608.709677419354,8608.709677419354,8608.709677419354,8608.709677419354
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,15784.285714285714,7892.142857142857,7892.142857142857,7892.142857142857,7892.142857142857,7892.142857142857,15784.285714285714,7892.142857142857,7892.142857142857,7892.142857142857,7892.142857142857,7892.142857142857
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,5356.338607594937,4057.8322784810125,4057.8322784810125,4057.8322784810125,4057.8322784810125,4057.8322784810125,5356.338607594937,4057.8322784810125,4057.8322784810125,4057.8322784810125,4057.8322784810125,4057.8322784810125
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,428.0,356.6666666666667,428.0,356.6666666666667,428.0,356.6666666666667,428.0,356.6666666666667,428.0,356.6666666666667,428.0,356.6666666666667
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,42704.25889967639,38128.80258899677,38128.80258899677,38128.80258899677,42704.25889967639,38128.80258899677,38128.80258899677,38128.80258899677,42704.25889967639,38128.80258899677,38128.80258899677,38128.80258899677
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,217.28571428571428,108.64285714285714,108.64285714285714,108.64285714285714,108.64285714285714,108.64285714285714,217.28571428571428,108.64285714285714,108.64285714285714,108.64285714285714,108.64285714285714,108.64285714285714
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,7035.866666666667,3517.9333333333334,3517.9333333333334,3517.9333333333334,7035.866666666667,3517.9333333333334,3517.9333333333334,3517.9333333333334,7035.866666666667,3517.9333333333334,3517.9333333333334,3517.9333333333334
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,19177.638036809818,10146.898432174507,10146.898432174507,10146.898432174507,19177.638036809818,10146.898432174507,10146.898432174507,10146.898432174507,19177.638036809818,10146.898432174507,10146.898432174507,10146.898432174507
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,1526.2857142857142,1271.904761904762,1271.904761904762,1271.904761904762,1526.2857142857142,1271.904761904762,1271.904761904762,1271.904761904762,1526.2857142857142,1271.904761904762,1271.904761904762,1271.904761904762
